Date,Location,Disease,Cases,Deaths,Rainfall (mm),Temperature (°C),Humidity (%),Population Density,Water Quality Index,Air Quality Index,Vaccination Rate (%),Hospital Beds per 1000,Previous Outbreak History,Outbreak Risk
2025-08-23,Valanchery,Nipah Virus,57,9,91,27.648419533846095,68,Low,Moderate,Low,62.14853432704417,3.4336966097220527,Yes,Low
2017-11-16,Perinthalmanna,Nipah Virus,193,15,86,26.409148240909136,83,Low,Very Poor,High,48.2561824275876,1.9263432970779226,No,High
2023-11-07,Kondotty,Typhoid,300,17,129,26.177235106859634,91,Low,Very Poor,High,84.64328850206874,2.814129458111205,Yes,High
2022-12-26,Tirurangadi,Nipah Virus,44,13,88,21.00415366771149,80,Low,Very Poor,Moderate,47.90299457128078,3.715527602075385,Yes,Medium
2016-08-25,Manjeri,COVID-19,362,19,64,25.666741833050597,80,Low,Very Poor,Moderate,48.31628379385013,2.039685885832031,Yes,High
2017-04-16,Edappal,Malaria,199,9,98,26.63767582372226,74,High,Poor,Low,71.47588500272524,2.5928959839951333,No,Medium
2022-10-26,Tirurangadi,Typhoid,352,14,197,23.83380991337263,77,Low,Good,Low,55.319267817097646,3.8423464782581616,Yes,High
2018-11-30,Perinthalmanna,Typhoid,197,0,86,31.16662296651745,92,High,Moderate,Moderate,41.72958116065557,1.6427867410937274,Yes,Medium
2017-08-05,Pandikkad,COVID-19,494,0,136,32.42530963967,72,High,Poor,High,81.03959898256136,2.9708759664260547,No,High
2020-01-01,Kalikavu,Typhoid,420,6,162,22.12059321618773,60,High,Very Poor,High,65.00622638335294,1.6094924223261184,No,High
2024-04-14,Malappuram,Malaria,68,1,50,21.158308050136615,60,Low,Very Poor,Moderate,55.544802364295045,3.960374211594274,Yes,Medium
2015-08-26,Thiruvali,Leptospirosis,434,18,127,20.457279997407376,74,Low,Poor,Low,48.87138304395526,3.50179692322841,Yes,High
2017-07-29,Vengara,Leptospirosis,56,4,138,20.226347084216645,66,High,Good,Moderate,69.98153946234724,2.0031559442303375,Yes,Medium
2018-08-02,Nilambur,Cholera,419,16,69,20.099401954993763,67,Low,Poor,Moderate,47.688354605147005,3.164725260406435,Yes,High
2018-03-31,Tanur,Malaria,440,8,118,27.989174694896143,73,Medium,Poor,Low,47.339079788380936,1.7489529017997865,No,High
2023-06-05,Areekode,Typhoid,463,1,195,28.364463029564583,81,High,Very Poor,Moderate,64.2486103282304,2.862549197420867,Yes,High
2022-05-27,Chelembra,H1N1,17,17,179,29.221153548653948,79,Low,Very Poor,Moderate,77.34230813386168,3.954020701315322,Yes,Medium
2017-02-20,Pandikkad,Dengue,252,11,180,28.174611847812145,62,High,Good,Low,51.64333748719487,1.769252591943012,Yes,Medium
2025-02-16,Vengara,Nipah Virus,242,11,139,34.69798845791881,90,High,Very Poor,Moderate,48.107699477967316,2.509807839053359,No,High
2016-12-24,Nilambur,Typhoid,324,17,55,28.714630807716603,69,Low,Good,Moderate,73.16667307714287,3.7377922434069157,Yes,High
2025-06-19,Tirur,H1N1,240,9,193,22.05589345144297,82,High,Good,High,85.31909858374073,3.361276243183536,No,Medium
2019-11-09,Perinthalmanna,Dengue,30,2,63,30.513803681502203,73,High,Very Poor,High,51.65242391622567,1.5803695747064608,Yes,Low
2021-12-04,Manjeri,COVID-19,341,8,93,27.170861557243903,60,Medium,Moderate,Moderate,74.66051791487554,1.6214092016370707,No,High
2019-08-22,Kottakkal,Leptospirosis,102,9,116,20.06087345190217,71,High,Poor,Moderate,77.11969346275674,2.0562643622531653,Yes,Medium
2023-12-16,Tirur,Leptospirosis,442,11,91,28.026443220183648,85,High,Good,High,58.61306323430449,3.584483736682536,No,High
2020-06-23,Manjeri,Cholera,26,12,67,27.592033231522358,88,Medium,Very Poor,High,48.91048481173818,2.510096857908826,Yes,High
2021-06-18,Perinthalmanna,Nipah Virus,393,5,68,31.93964503456581,73,Low,Moderate,High,46.55594117779801,3.178579296874398,Yes,High
2021-01-19,Ponnani,Leptospirosis,133,18,186,24.068771358023113,80,High,Poor,Low,60.72177012515104,3.357207593707458,Yes,Low
2015-06-23,Manjeri,Typhoid,377,19,150,25.63977279500757,92,High,Moderate,Low,88.95157746556494,2.3088244905756374,No,High
2022-09-06,Vengara,Typhoid,183,6,68,29.556396735283837,94,Medium,Good,High,62.86558870954983,2.8262567912424057,No,Medium
2025-03-02,Areekode,Cholera,133,18,72,33.623100283464126,68,High,Very Poor,High,45.72859263678174,2.451302755676524,No,Low
2024-03-26,Nilambur,Dengue,133,6,95,33.022142253045374,91,Low,Very Poor,High,68.03380353056374,3.075252720666131,No,High
2017-02-17,Tirur,Dengue,283,8,147,23.396158031329794,88,High,Moderate,High,54.2464031801525,3.2756569342829067,No,Medium
2015-01-28,Malappuram,COVID-19,389,18,169,34.01282092327546,71,Low,Poor,High,86.30154070176623,2.754860853066157,Yes,High
2018-06-25,Melattur,Dengue,97,10,126,29.226178156715925,78,High,Moderate,Moderate,66.68239925549517,3.970675469838495,Yes,Medium
2020-03-28,Tirur,COVID-19,50,2,88,28.603807982212324,67,Medium,Very Poor,High,50.01141677244821,3.833949663781831,Yes,Low
2020-10-04,Valanchery,Leptospirosis,84,19,137,27.036494839825295,70,Medium,Poor,Moderate,88.78816339891884,3.957869758303898,No,Medium
2019-07-20,Ponnani,COVID-19,449,16,196,31.15274287199128,93,High,Poor,High,81.98238035657464,2.312606826373753,No,High
2015-08-28,Parappanangadi,Leptospirosis,437,3,163,32.99754885896303,93,Medium,Good,Low,88.81904561301187,2.355995382986775,No,High
2025-01-16,Ponnani,Nipah Virus,254,6,101,29.16874197251237,65,Low,Moderate,Moderate,64.49249351344812,3.2263333274004307,Yes,Medium
2017-12-26,Areekode,Nipah Virus,257,11,177,29.582169827423467,87,Medium,Good,Moderate,60.14894708395347,3.60303381272181,Yes,Medium
2018-04-11,Nilambur,Cholera,475,9,171,28.333091573603056,92,Medium,Moderate,High,57.30801899439359,3.0714416986902,No,High
2015-02-03,Melattur,Leptospirosis,306,9,125,24.32899030217456,61,Low,Very Poor,Low,83.05354803080633,2.2586509072480614,No,High
2015-02-16,Kondotty,COVID-19,388,2,165,20.281194233510462,94,Low,Moderate,Low,81.58820006122954,1.5954475666724133,No,High
2016-03-06,Tirur,Typhoid,228,3,172,23.69753115873395,64,High,Poor,Moderate,53.34028778861548,3.3435972037313992,No,Medium
2023-12-22,Tanur,COVID-19,233,6,187,30.578759450390095,63,High,Good,High,83.62623821329862,3.7931531085170973,No,Medium
2015-12-20,Ponnani,Leptospirosis,298,3,52,30.786232497159737,63,Low,Poor,High,59.63509826443246,3.625320519474333,Yes,Medium
2024-01-02,Chelembra,COVID-19,116,13,105,26.341769541489214,91,High,Good,Moderate,47.63575270369809,3.970385791843942,No,Medium
2020-12-03,Melattur,COVID-19,144,6,86,30.756212490541394,64,Low,Very Poor,High,76.4310460068503,3.0326423594764353,Yes,Low
2023-02-26,Areekode,Cholera,31,10,165,26.93892895681264,93,Low,Very Poor,High,61.09216450670171,2.7982426691650506,Yes,High
2016-09-10,Malappuram,Malaria,255,1,180,25.014149364519028,93,High,Moderate,High,65.23570525191165,3.2545838572630146,No,Medium
2025-03-06,Perinthalmanna,Nipah Virus,121,18,80,25.932615261499,80,Low,Good,Moderate,67.24867487393598,2.990444012967076,Yes,Medium
2015-02-04,Pandikkad,Malaria,114,9,177,20.55292094793443,90,Low,Very Poor,Moderate,83.59002071684742,2.921574819137838,Yes,High
2015-10-18,Thiruvali,Cholera,299,13,104,31.144466529148573,67,High,Moderate,Moderate,58.33648490598299,1.9805123783277052,No,Medium
2023-01-06,Kottakkal,Cholera,99,14,122,23.57584235367624,80,High,Good,High,41.53394365209793,2.0271695310510616,No,Low
2020-06-10,Tirurangadi,Malaria,344,12,140,26.53300951562989,92,Low,Very Poor,Moderate,77.82344230256552,2.2917039556716126,No,High
2018-10-26,Malappuram,Dengue,391,17,190,20.582904599235064,79,Medium,Good,Low,53.31163946725706,3.2722444559072494,Yes,High
2021-05-19,Chelembra,Dengue,391,12,78,20.099159691828106,82,Low,Good,Moderate,54.46868729682062,1.6672689301400965,No,High
2023-12-14,Tanur,Leptospirosis,353,19,176,25.13910180384363,70,Medium,Very Poor,High,84.52230537184883,2.3234376499162304,No,High
2023-06-30,Ponnani,H1N1,251,0,178,26.424594226385054,65,High,Very Poor,Low,44.03403428964296,3.792777054637003,No,Medium
2018-03-15,Perinthalmanna,Leptospirosis,111,13,120,34.46920763587903,81,Low,Very Poor,Moderate,69.5642339316336,2.9194204156426062,Yes,High
2019-12-10,Vengara,Leptospirosis,252,8,147,31.53058746394055,93,Low,Poor,Low,50.838567489267874,1.517220906896458,Yes,High
2018-09-11,Malappuram,Leptospirosis,374,4,128,24.194362460121432,90,Medium,Poor,Low,67.55039185319087,3.2698175695391054,Yes,High
2019-01-02,Perinthalmanna,COVID-19,480,18,84,26.820589776994993,72,Low,Very Poor,High,72.15428931610424,3.1866964856510958,Yes,High
2020-08-30,Manjeri,Malaria,459,14,57,29.344940652655787,61,High,Very Poor,Moderate,61.91564515117372,2.3309143225536535,Yes,High
2017-07-24,Pandikkad,Nipah Virus,404,7,192,24.633124441967517,85,Medium,Poor,Moderate,47.672998498267525,2.643603318658717,No,High
2022-06-29,Parappanangadi,Typhoid,24,9,119,21.596202854174656,73,High,Good,High,82.82548189956222,3.2426877824672613,No,Low
2016-02-17,Perinthalmanna,H1N1,441,0,160,24.79119487572271,60,High,Good,Low,41.87201880735968,3.7245629524033954,No,High
2025-05-27,Vengara,Typhoid,313,9,88,33.842369862880474,87,Low,Moderate,Moderate,79.01966656708643,2.9879809438747804,Yes,High
2019-10-24,Melattur,Nipah Virus,272,4,150,30.48554273727092,73,Medium,Good,Moderate,56.25150397462129,3.5090147881127067,Yes,Medium
2022-01-23,Vengara,Cholera,251,15,58,30.38322587732066,77,High,Good,Moderate,74.98095260476407,3.0555899944737175,Yes,Medium
2016-05-25,Pandikkad,Nipah Virus,189,8,66,23.855018904731992,63,Medium,Very Poor,High,85.78033593071709,2.5365878366859427,No,Medium
2020-12-14,Manjeri,Leptospirosis,21,15,195,20.01470516271828,81,High,Moderate,Low,61.911425847142766,3.250681010777907,No,Low
2021-08-13,Pandikkad,Malaria,81,2,51,23.48367252116857,66,Medium,Poor,Low,71.70141851430604,2.119120576088222,No,Low
2023-02-03,Ponnani,Malaria,279,14,72,30.29973444786938,74,Low,Good,Moderate,68.58055814271235,1.8265919765707972,No,Medium
2021-06-01,Areekode,Cholera,126,2,177,23.327811450710676,65,Low,Moderate,High,78.36233885046148,3.5873787409800726,No,Low
2017-06-19,Kottakkal,Malaria,481,16,152,26.789925583218086,66,Low,Good,Low,52.19666526188507,3.2800025270330955,No,High
2015-08-22,Edappal,Dengue,279,11,177,30.154999842003996,76,Low,Poor,Moderate,70.88032054101762,1.5900053279916846,Yes,Medium
2015-04-03,Chelembra,Nipah Virus,481,8,156,25.144300461155687,63,Low,Very Poor,Moderate,74.40631205916857,1.5632733569168114,No,High
2015-03-10,Tirurangadi,H1N1,450,18,147,22.429715601231404,73,Medium,Moderate,Low,62.70969914798218,2.426117424580993,No,High
2017-03-28,Pandikkad,H1N1,42,13,57,30.47563389014278,85,Medium,Poor,Moderate,57.50687959020559,2.0621016079598493,Yes,High
2019-08-10,Tanur,Cholera,10,11,128,27.25583908295588,85,High,Very Poor,High,55.66605990816542,2.095794937966753,No,High
2021-11-13,Melattur,H1N1,82,0,174,30.660036287566648,63,Medium,Poor,Moderate,43.7818260857808,2.1470652260147602,Yes,Medium
2016-01-05,Kottakkal,Cholera,49,8,78,34.57465747014388,79,High,Good,High,76.54262180872755,2.653202884067488,No,Low
2020-05-22,Parappanangadi,Leptospirosis,314,0,119,22.892501992198998,88,Low,Moderate,High,74.32617323427596,3.7537605240861307,Yes,High
2021-07-21,Nilambur,COVID-19,87,18,124,28.557242441103774,89,High,Very Poor,Moderate,63.68198871659237,3.605997487882017,Yes,High
2015-01-20,Kalikavu,Malaria,379,3,126,24.179871129267756,80,High,Poor,High,67.1961341948712,2.486018043065082,Yes,High
2023-11-12,Manjeri,Dengue,325,15,109,28.210683683808476,61,Medium,Good,Moderate,44.89962853245502,2.8225078500436713,Yes,High
2015-02-06,Valanchery,Malaria,346,18,139,33.143948643022924,78,Medium,Poor,Moderate,61.136779869261275,3.1839168597094116,Yes,High
2022-09-15,Tanur,Typhoid,387,9,90,28.22019348966237,86,Low,Poor,Moderate,50.79303694478499,3.6749773617925348,No,High
2020-04-26,Kottakkal,Nipah Virus,214,9,134,26.659241615520273,88,Low,Poor,High,60.5086462159328,2.694621217161047,No,High
2019-07-22,Malappuram,Nipah Virus,283,18,73,33.098772491951415,78,High,Poor,Low,76.70953756048769,3.270738123418802,No,Medium
2015-01-05,Perinthalmanna,H1N1,308,15,151,32.00280049565789,61,Low,Very Poor,Low,55.49042800298306,1.7319795323959515,No,High
2023-09-09,Parappanangadi,H1N1,239,14,98,33.518443788813926,83,High,Good,Moderate,55.19959903878969,3.9656919899702623,Yes,Medium
2021-07-05,Thiruvali,Dengue,101,19,112,21.45194369210418,94,High,Good,High,85.1876095018741,2.7547039486413722,No,Low
2024-06-26,Tirurangadi,Leptospirosis,455,9,55,29.64348893696164,75,High,Poor,Moderate,86.43251526535917,3.311427163516907,No,High
2019-02-26,Malappuram,Cholera,295,7,153,21.893234978350353,67,Medium,Moderate,Moderate,89.58047302475478,3.1233699383367437,No,Medium
2023-12-13,Perinthalmanna,H1N1,373,8,129,31.516436920020663,90,High,Moderate,High,79.92827796080545,2.9182102343295813,Yes,High
2018-11-24,Tirur,Typhoid,71,2,133,21.806907763858696,89,High,Poor,Moderate,71.44883828910602,1.5868731128057503,No,High
2024-08-06,Kondotty,Dengue,391,16,163,31.17949688145439,74,Low,Very Poor,Low,40.63627931868515,3.6658218907941493,Yes,High
2021-08-18,Tirurangadi,Nipah Virus,109,10,190,23.261560760223574,87,Medium,Very Poor,Low,72.67709360441927,3.8228398477700787,Yes,High
2018-08-04,Perinthalmanna,Dengue,42,18,58,21.565070529983473,86,Low,Good,Low,79.07553016273758,2.9254131908011463,Yes,Low
2017-12-23,Edappal,H1N1,192,18,124,27.916130716876093,91,High,Good,High,55.889491124154794,2.3180586039421227,No,Medium
2023-09-07,Perinthalmanna,Malaria,216,19,145,30.62508550521706,60,Low,Poor,Moderate,62.464301188203684,3.783740286588432,Yes,Medium
2021-01-17,Valanchery,Leptospirosis,94,0,77,21.479755739527533,70,Low,Poor,Moderate,79.83145973378666,2.404089259206131,Yes,Medium
2023-12-02,Kondotty,Dengue,59,9,170,22.125592518091914,74,High,Very Poor,High,67.00981342740633,1.594403743910799,Yes,Low
2023-05-22,Areekode,Malaria,217,16,63,24.523157971652683,72,Low,Good,Low,84.25579874702132,3.9543998580457993,Yes,Medium
2015-12-26,Malappuram,Dengue,23,4,67,33.141061533671646,67,Medium,Very Poor,Low,79.96845068341273,1.7246205918769237,No,Low
2017-12-16,Melattur,Malaria,302,6,118,21.122382378681476,61,High,Moderate,Low,52.22146367126548,2.7664388158809214,No,High
2018-12-18,Thiruvali,Cholera,161,19,71,30.716452198916137,89,Medium,Moderate,High,77.23027673817063,1.5310888024255462,Yes,Medium
2018-09-01,Pandikkad,Typhoid,11,8,138,22.058172899365445,69,Low,Poor,High,47.181574328652,2.5108143975593356,Yes,Low
2025-05-24,Areekode,Typhoid,448,12,89,25.487961785696648,81,Medium,Very Poor,High,40.98362965891338,2.4119940628443084,No,High
2015-01-12,Ponnani,Dengue,224,0,148,20.638665847925978,76,High,Very Poor,Low,41.31698240799331,3.969216315817357,Yes,Medium
2022-01-15,Tirurangadi,Dengue,339,14,108,20.931129637322456,77,High,Moderate,Moderate,76.51125759104082,3.01095491054223,Yes,High
2018-02-26,Manjeri,Typhoid,440,13,64,33.24662731607349,69,Medium,Moderate,Low,71.93414097026603,2.990950325494608,No,High
2020-09-29,Vengara,COVID-19,118,11,95,32.496516077721836,70,High,Very Poor,High,77.28005483498976,3.3262314131512265,Yes,Low
2016-01-02,Areekode,Malaria,300,5,75,23.899202864524977,85,Medium,Poor,Low,45.42851444741733,2.867956562502762,No,High
2020-01-13,Ponnani,Nipah Virus,310,7,112,22.057292052435912,88,Medium,Very Poor,Low,43.87963400086987,2.497648519744095,No,High
2021-09-05,Perinthalmanna,COVID-19,75,12,168,29.534188357917216,62,High,Poor,High,54.249533882930436,3.180628925995778,No,Low
2024-05-09,Kottakkal,Nipah Virus,91,10,86,31.765010865675485,82,Medium,Good,Moderate,50.95774889556337,1.5254478494096153,Yes,Medium
2018-02-09,Melattur,Malaria,482,12,76,23.089984522164826,91,Medium,Very Poor,Low,51.49626232452552,2.0885437835961373,No,High
2020-05-18,Malappuram,Dengue,438,15,191,25.282183652840786,79,Medium,Moderate,Moderate,44.38235259786649,1.9112072416935515,No,High
2022-02-21,Valanchery,Dengue,347,5,177,27.589180609869672,84,High,Very Poor,Moderate,83.4121514759938,2.8786692987901055,Yes,High
2015-08-09,Tirur,Leptospirosis,266,17,75,22.366493361935113,66,High,Poor,High,54.930238193539424,2.8949688168937193,No,Medium
2015-10-18,Areekode,Dengue,99,11,82,25.286015838966883,78,Low,Very Poor,High,74.20548742230835,1.7803639760762717,Yes,Low
2020-02-22,Tirur,COVID-19,63,7,169,29.860995312845,64,Low,Very Poor,High,50.38252031552128,1.9311680210196467,No,Low
2017-07-10,Manjeri,Cholera,16,15,145,22.810153275796953,66,Low,Good,Moderate,48.034947999500005,3.24195105178831,No,Medium
2018-10-13,Areekode,Malaria,154,6,125,30.05911915605558,87,Low,Good,Moderate,74.11621675697816,3.8724255506698837,Yes,Medium
2020-12-01,Tanur,H1N1,416,5,181,29.9121328495385,61,Medium,Very Poor,High,68.25898230575129,1.9218122626451124,Yes,High
2024-12-28,Vengara,Nipah Virus,400,0,173,33.69718969162692,82,Medium,Very Poor,Moderate,70.44552991701516,1.6912778651539924,Yes,High
2019-04-27,Kalikavu,Typhoid,398,6,103,22.125713077007347,69,High,Moderate,Low,63.71665972508871,2.9327666237222627,No,High
2016-03-22,Valanchery,Nipah Virus,469,19,148,31.899845336947347,84,High,Very Poor,Low,40.552334108575764,2.6236494014185925,No,High
2015-01-06,Melattur,Typhoid,138,14,178,23.924323754236195,72,Medium,Very Poor,Moderate,48.11922785561558,3.082030055991426,Yes,Medium
2021-09-23,Vengara,Dengue,173,16,179,20.39933352375182,92,Low,Good,Moderate,89.39965396181759,3.642401200160488,Yes,Medium
2024-09-16,Kondotty,Dengue,273,6,137,28.87952428296991,63,Medium,Poor,Moderate,89.2557517216062,3.279472875093992,No,Medium
2020-01-13,Valanchery,COVID-19,217,10,195,25.859607397246585,79,Medium,Moderate,Low,65.51640299536848,3.5348070595807743,No,Medium
2024-05-09,Areekode,COVID-19,427,19,108,24.67310913484544,84,High,Poor,High,47.895407142905135,2.3805499456818335,No,High
2017-03-29,Thiruvali,H1N1,122,15,104,23.09674825089929,72,High,Very Poor,Moderate,44.67035555879803,2.2891802829102743,No,Medium
2023-05-10,Ponnani,COVID-19,337,0,69,32.5532212767027,94,Medium,Poor,Moderate,89.46299599852493,3.7727313223277745,Yes,High
2020-04-23,Nilambur,COVID-19,376,19,65,27.97813966758694,85,Medium,Good,High,65.93477009059909,2.0019910194913635,Yes,High
2025-11-23,Chelembra,Dengue,25,1,163,26.613066343656374,69,Low,Moderate,Low,76.06313009264946,3.083412009975085,No,Low
2016-02-24,Melattur,Malaria,205,2,103,28.70745295421321,85,Low,Moderate,Moderate,55.24400310876662,3.6559707685077876,Yes,Medium
2016-12-22,Valanchery,Dengue,109,16,88,23.082898139969956,92,High,Good,Low,59.655985395401046,3.653348963922027,No,Low
2015-08-27,Melattur,Typhoid,343,9,132,31.46348126933329,81,Low,Very Poor,Moderate,60.188594226311345,2.038623289632288,Yes,High
2015-02-16,Kottakkal,COVID-19,297,12,56,28.495399350122412,80,High,Very Poor,High,86.00625181936175,2.169948708927269,No,Medium
2022-02-24,Thiruvali,COVID-19,140,11,66,24.025640564077317,84,High,Very Poor,High,67.9875308770934,2.5323640553757603,No,High
2018-06-04,Tirurangadi,Typhoid,237,11,69,34.4223393047418,87,Low,Poor,Moderate,74.54618599463842,3.762730184975973,Yes,High
2022-10-13,Perinthalmanna,Cholera,130,0,73,24.023757101666437,93,Medium,Good,High,74.63445318708887,3.0222899069995623,No,Low
2021-02-16,Kalikavu,COVID-19,40,15,94,27.558574275843515,89,Low,Poor,High,49.439250862560385,2.8709463072480266,Yes,High
2018-09-30,Valanchery,Malaria,340,7,198,32.06346106096644,83,Low,Very Poor,High,83.42127623513142,1.6252668165352149,No,High
2019-02-05,Parappanangadi,Dengue,294,7,162,34.357667601226915,69,Medium,Good,Low,75.1077900161956,2.7175608499161577,Yes,Medium
2018-03-01,Manjeri,Typhoid,127,16,172,21.98358074183894,69,High,Poor,Moderate,56.54311197520201,3.206640937748941,Yes,Medium
2021-03-27,Nilambur,Malaria,373,16,121,33.11362781112995,84,Low,Poor,Low,76.40200830036106,2.0392849779099858,No,High
2022-09-14,Tirur,Dengue,198,17,79,34.63373889735726,62,Medium,Very Poor,Low,70.45900651405393,1.8993600151389454,No,Medium
2016-07-01,Vengara,Malaria,327,6,57,30.210328074325844,74,High,Very Poor,Low,49.845861567184045,3.9190147132498834,No,High
2020-07-26,Parappanangadi,Dengue,123,17,104,27.21383845998624,66,Medium,Moderate,Low,59.795298620180546,3.259204729412569,No,Low
2019-01-29,Tanur,Typhoid,284,11,116,32.220731646557255,74,Medium,Good,High,48.122003554005936,2.24054721695202,No,Medium
2019-01-20,Malappuram,Nipah Virus,236,9,176,32.21713176433183,61,Medium,Good,High,52.052179703730395,2.2314983575264353,No,Medium
